21.20	-2.9019
21.20	-2.9018
21.20	-2.9018
21.20	-2.9020
21.20	-2.9024
21.20	-2.9030
21.20	-2.9039
21.20	-2.9050
21.20	-2.9063
21.20	-2.9080
21.20	-2.9096
21.20	-2.9116
21.20	-2.9138
21.20	-2.9158
21.20	-2.9181
21.20	-2.9204
21.20	-2.9227
21.20	-2.9252
21.20	-2.9275
21.20	-2.9297
21.20	-2.9320
21.20	-2.9344
21.20	-2.9365
21.20	-2.9387
21.20	-2.9406
21.20	-2.9427
21.20	-2.9446
21.20	-2.9464
21.20	-2.9480
21.20	-2.9496
21.20	-2.9509
21.20	-2.9524
21.20	-2.9536
21.20	-2.9547
21.20	-2.9558
21.20	-2.9565
21.21	-2.9575
21.21	-2.9582
21.21	-2.9588
21.21	-2.9593
21.21	-2.9598
21.21	-2.9600
21.22	-2.9603
21.22	-2.9604
21.22	-2.9607
21.22	-2.9608
21.22	-2.9607
21.22	-2.9606
21.22	-2.9605
21.22	-2.9604
21.22	-2.9600
21.23	-2.9599
21.23	-2.9598
21.23	-2.9595
21.23	-2.9592
21.23	-2.9588
21.23	-2.9585
21.23	-2.9582
21.23	-2.9580
21.23	-2.9575
21.23	-2.9573
21.23	-2.9569
21.23	-2.9566
21.23	-2.9563
21.24	-2.9561
21.24	-2.9558
21.24	-2.9557
21.24	-2.9555
21.25	-2.9553
21.25	-2.9551
21.25	-2.9550
21.25	-2.9548
21.25	-2.9549
21.25	-2.9547
21.25	-2.9548
21.25	-2.9547
21.25	-2.9548
21.25	-2.9549
21.26	-2.9551
21.26	-2.9550
21.27	-2.9555
21.27	-2.9557
21.27	-2.9560
21.27	-2.9563
21.27	-2.9566
21.28	-2.9569
21.28	-2.9573
21.28	-2.9577
21.28	-2.9582
21.28	-2.9587
21.28	-2.9591
21.28	-2.9596
21.28	-2.9603
21.29	-2.9607
21.29	-2.9614
21.29	-2.9620
21.29	-2.9628
21.30	-2.9636
21.30	-2.9640
21.30	-2.9649
21.30	-2.9655
21.31	-2.9663
21.31	-2.9670
21.31	-2.9678
21.31	-2.9688
21.31	-2.9696
21.31	-2.9704
21.31	-2.9713
21.31	-2.9721
21.32	-2.9729
21.32	-2.9738
21.33	-2.9746
21.33	-2.9756
21.33	-2.9765
21.33	-2.9773
21.33	-2.9784
21.34	-2.9793
21.34	-2.9801
21.34	-2.9809
21.34	-2.9820
21.34	-2.9828
21.35	-2.9837
21.35	-2.9846
21.35	-2.9854
21.35	-2.9864
21.35	-2.9870
21.36	-2.9881
21.36	-2.9889
21.36	-2.9898
21.37	-2.9905
21.37	-2.9913
21.37	-2.9920
21.37	-2.9927
21.38	-2.9935
21.38	-2.9944
21.38	-2.9950
21.38	-2.9956
21.38	-2.9962
21.38	-2.9970
21.38	-2.9976
21.39	-2.9984
21.39	-2.9988
21.39	-2.9994
21.39	-3.0001
21.39	-3.0007
21.40	-3.0010
21.40	-3.0014
21.40	-3.0021
21.40	-3.0023
21.40	-3.0028
