	Temperature (C)	Heat Flow (W/g)
1849	39.13	0.009906448764676057
1850	39.14	0.009803638325373676
1851	39.15	0.009642496207651785
1852	39.16	0.009431355745968872
1853	39.17	0.009478550274781838
1854	39.18	0.009359079795215663
1855	39.19	0.009297944308392037
1856	39.2	0.00928681048210045
1857	39.21	0.009150678317462635
1858	39.22	0.009214547815599605
1859	39.23	0.009161752310965277
1860	39.24	0.009202291804681462
1861	39.25	0.00915616629786875
1862	39.26	0.009136709124982989
1863	39.27	0.009143920287144613
1864	39.28	0.009077799785474738
1865	39.29	0.009161680954425488
1866	39.3	0.00916842093797321
1867	39.31	0.009239448308663079
1868	39.32	0.009153334496182719
1869	39.33	0.009367222358793281
1870	39.34	0.009270000786500532
1871	39.35	0.009195003113756428
1872	39.36	0.009108896008346523
1873	39.37	0.009222790582499307
1874	39.38	0.009086686837333158
1875	39.39	0.009050584773965031
1876	39.4	0.008897817726844615
1877	39.41	0.009145052363753514
1878	39.42	0.009132288685806955
1879	39.43	0.008956193360786902
1880	39.44	0.00888676638980801
1881	39.45	0.008934007773985009
1882	39.46	0.008714584181097607
1883	39.47	0.008695162278924862
1884	39.48	0.0083257420685805
1885	39.49	0.008314656884509386
1886	39.5	0.008370240061156942
1887	39.51	0.008567491599634991
1888	39.52	0.008671411501055104
1889	39.53	0.00874533309985992
1890	39.54	0.008759256397159909
1891	39.55	0.008906514727396786
1892	39.56	0.00868710809167883
1893	39.57	0.00897603649111467
1894	39.58	0.009064966593478108
1895	39.59	0.008795565066542554
1896	39.6	0.008892831911414767
1897	39.61	0.008723433795867486
1898	39.62	0.008810704054338814
1899	39.63	0.008684642687934563
1900	39.64	0.008648583031091395
1901	39.65	0.008562525084913286
1902	39.66	0.008476468850501906
1903	39.67	0.008540414328960022
1904	39.68	0.008254361521388809
1905	39.69	0.008118310428890663
1906	39.7	0.008082261052563933
1907	39.71	0.008046213393509305
1908	39.72	0.008043500786159896
1909	39.73	0.007924123231612956
1910	39.74	0.007809509302393991
1911	39.75	0.007585373285315278
1912	39.76	0.007566000895759206
1913	39.77	0.0074599635633938455
1914	39.78	0.00724392795598261
1915	39.79	0.007327894074621533
1916	39.8	0.007361861920405666
1917	39.81	0.007335831494428735
1918	39.82	0.007599802797785049
1919	39.83	0.007497109164902316
1920	39.84	0.007611083930208817
1921	39.85	0.007691727094796708
1922	39.86	0.007739038659761555
1923	39.87	0.007619685292862055
1924	39.88	0.007833666995188615
1925	39.89	0.007897650434500303
1926	39.9	0.008047349897601475
1927	39.91	0.008075622528438409
1928	39.92	0.008289611185244627
1929	39.93	0.008470268250063029
1930	39.94	0.008557593723982126
1931	39.95	0.008664920941424015
1932	39.96	0.00882058323680912
1933	39.97	0.008826247277891497
1934	39.98	0.008953579732423389
1935	39.99	0.008887580601491862
1936	40.0	0.009121583219516616
1937	40.01	0.009215587587583673
1938	40.02	0.009189593706776744
1939	40.03	0.009293601578179267
1940	40.04	0.009457611202875249
1941	40.05	0.009588289248611659
1942	40.06	0.009785635716470953
1943	40.07	0.009766317274199299
1944	40.08	0.009763667256210251
1945	40.09	0.009794352330251499
1946	40.1	0.009941705830734726
1947	40.11	0.009989061092074092
1948	40.12	0.010036418115347168
1949	40.13	0.010103776901634998
1950	40.14	0.010147804118682657
1951	40.15	0.010111833100901357
1952	40.16	0.010125863849370642
1953	40.17	0.010439896365168178
1954	40.18	0.010353930649372511
1955	40.19	0.010617966703062809
1956	40.2	0.010742004527314997
1957	40.21	0.010796044123208226
1958	40.22	0.010985085491819202
1959	40.23	0.010999128634224142
1960	40.24	0.010938173551500174
1961	40.25	0.010952220244722533
1962	40.26	0.010966268714966532
1963	40.27	0.01092031896330603
1964	40.28	0.010944370990815244
1965	40.29	0.01088842479856611
1966	40.3	0.010822480387633782
1967	40.31	0.010986537759090975
1968	40.32	0.010850596914012023
1969	40.33	0.010884657853471147
1970	40.34	0.01101872057854214
1971	40.35	0.011072785090299853
1972	40.36	0.011166851389816657
1973	40.37	0.011120919478163849
1974	40.38	0.011268322689747645
1975	40.39	0.01116572769230606
1976	40.4	0.01116313448691253
1977	40.41	0.011127209741304878
1978	40.42	0.011057953456554692
1979	40.43	0.010962508490874878
1980	40.44	0.01086944627390718
1981	40.45	0.01096686204481534
1982	40.46	0.010914279614192335
1983	40.47	0.01086169898310807
1984	40.48	0.010809120152629692
1985	40.49	0.010769876457159544
1986	40.5	0.010637301231098295
1987	40.51	0.010851394475511977
1988	40.52	0.010882156191468262
1989	40.53	0.010896253046700277
1990	40.54	0.010960351708941829
1991	40.55	0.011118896623703911
1992	40.56	0.011388554458717781
1993	40.57	0.011235991881716867
1994	40.58	0.011266764449322508
1995	40.59	0.011405872162599362
1996	40.6	0.011344981689280775
1997	40.61	0.011359093030431922
1998	40.62	0.011573206187116547
1999	40.63	0.01149982116040027
2000	40.64	0.011601437951347826
2001	40.65	0.011540556561023152
2002	40.66	0.011629676990492221
2003	40.67	0.011710465907484924
2004	40.68	0.01169792331306363
2005	40.69	0.011622049208292573
2006	40.7	0.01178617692756756
2007	40.71	0.011666973138616754
2008	40.72	0.011714437842504477
2009	40.73	0.011561904373626586
2010	40.74	0.011492706066379199
2011	40.75	0.011706842921824112
2012	40.76	0.01145098160768887
2013	40.77	0.011585122125036484
2014	40.78	0.01159926447492543
2015	40.79	0.011713408658416302
2016	40.8	0.01184422134323393
2017	40.81	0.011841702530436038
2018	40.82	0.01177585222107913
2019	40.83	0.0118200037495515
2020	40.84	0.011734157116908506
2021	40.85	0.011773312324204088
2022	40.86	0.011845802705824138
2023	40.87	0.011826628262821881
2024	40.88	0.01189078899624807
2025	40.89	0.011754951573821337
2026	40.9	0.011740544568021427
2027	40.91	0.01160828226561339
2028	40.92	0.01139745038192963
2029	40.93	0.011351620346591318
2030	40.94	0.011359125493978883
2031	40.95	0.01127329915847275
2032	40.96	0.011287474674453346
2033	40.97	0.011308318709630782
2034	40.98	0.011157497931717941
2035	40.99	0.011056679008425885
2036	41.0	0.01114419527413224
2037	41.01	0.011191713396546454
2038	41.02	0.011267804805283
2039	41.03	0.011153421882336811
2040	41.04	0.01121761224779716
2041	41.05	0.01129847114080107
2042	41.06	0.011395998562389487
2043	41.07	0.011235194513603108
2044	41.08	0.011291058995481329
2045	41.09	0.01113859200906342
2046	41.1	0.011052793555387908
2047	41.11	0.011116996968826065
2048	41.12	0.011181202250416522
2049	41.13	0.011045409401197581
2050	41.14	0.01124295175553991
2051	41.15	0.011323829314480172
2052	41.16	0.011378042079052797
2053	41.17	0.01145225671695993
2054	41.18	0.011566473229232432
2055	41.19	0.011720691616904588
2056	41.2	0.012019911881007594
2057	41.21	0.01205913402257508
2058	41.22	0.0122233580426383
2059	41.23	0.012287583942229396
2060	41.24	0.012168478389045223
2061	41.25	0.012166041384117587
2062	41.26	0.012120272928476172
2063	41.27	0.01211950635648451
2064	41.28	0.012168741669171812
2065	41.29	0.011922978867568101
2066	41.3	0.012103884619368177
2067	41.31	0.012218125592266205
2068	41.32	0.012215701787288591
2069	41.33	0.01215994653879493
2070	41.34	0.011822764609714653
2071	41.35	0.011708441715359896
2072	41.36	0.011822692142469116
2073	41.37	0.011686944463495497
2074	41.38	0.011571198679463546
2075	41.39	0.01141545479139694
2076	41.4	0.011599712800317796
2077	41.41	0.011527306040580942
2078	41.42	0.011708234513209348
2079	41.43	0.011572498219222904
2080	41.44	0.011576763826309566
2081	41.45	0.01165103133549028
2082	41.46	0.011640300747786547
2083	41.47	0.011646238730883773
2084	41.48	0.011577178619134099
2085	41.49	0.011541453746888752
2086	41.5	0.01152239744849659
2087	41.51	0.011716676391641201
2088	41.52	0.01190095724400475
2089	41.53	0.011865240006602829
2090	41.54	0.011979524680448161
2091	41.55	0.012160477933220282
2092	41.56	0.012308099765931502
2093	41.57	0.012362390179594396
2094	41.58	0.012456682508553918
2095	41.59	0.012410976753821412
2096	41.6	0.01253193958307186
2097	41.61	0.012529570997314554
2098	41.62	0.012593870997557488
2099	41.63	0.012674839584807529
2100	41.64	0.012822476760069978
2101	41.65	0.012870115857686049
2102	41.66	0.013001090211994804
2103	41.67	0.012965399824002244
2104	41.68	0.013313044694714726
2105	41.69	0.01349402482513895
2106	41.7	0.013528340216280466
2107	41.71	0.013647657535811764
2108	41.72	0.013586976784738525
2109	41.73	0.013801297964065817
2110	41.74	0.013910065519241677
2111	41.75	0.013829946117937197
2112	41.76	0.014027606427822192
2113	41.77	0.014008602005453952
2114	41.78	0.014122932851833525
2115	41.79	0.01423726563462857
2116	41.8	0.01427160035483821
2117	41.81	0.014399270346795667
2118	41.82	0.014500275611501134
2119	41.83	0.01463461614995376
2120	41.84	0.014508958629818824
2121	41.85	0.014589969718759477
2122	41.86	0.01463764941777379
2123	41.87	0.014676997727858243
2124	41.88	0.01469134798334304
2125	41.89	0.014655700185222553
2126	41.9	0.01467505433449423
2127	41.91	0.014559410432150699
2128	41.92	0.01472376847918655
2129	41.93	0.014718128476595815
2130	41.94	0.014702490425371195
2131	41.95	0.014633520993172056
2132	41.96	0.01471455351432338
2133	41.97	0.014745587989815512
2134	41.98	0.01463852918254327
2135	41.99	0.014524329474448816
2136	42.0	0.014588703152237148
2137	42.01	0.01467807878832561
2138	42.02	0.01474245638370375
2139	42.03	0.014781835939360999
2140	42.04	0.014771217456285957
2141	42.05	0.014782029506895888
2142	42.06	0.014674986377894772
2143	42.07	0.014759373784556384
2144	42.08	0.014853763156440714
2145	42.09	0.014968154494536368
2146	42.1	0.014949214466497107
2147	42.11	0.015021943073311395
2148	42.12	0.015044673649299067
2149	42.13	0.014963239528780647
2150	42.14	0.014840140712742311
2151	42.15	0.01475454386883479
2152	42.16	0.014768948998043818
2153	42.17	0.01468335610135263
2154	42.18	0.014597765179744204
2155	42.19	0.014645509567535964
2156	42.2	0.014593255932378923
2157	42.21	0.014591004275253283
2158	42.22	0.014805421263810459
2159	42.23	0.014844840232363765
2160	42.24	0.014824261181897391
2161	42.25	0.014758684113389986
2162	42.26	0.014713109027822746
2163	42.27	0.014710869259509707
2164	42.28	0.014541964809429597
2165	42.29	0.014781395678560738
2166	42.3	0.01472082853454948
2167	42.31	0.014685263378375168
2168	42.32	0.014766366877680959
2169	42.33	0.014814139033445528
2170	42.34	0.014761913179979214
2171	42.35	0.014743022651594107
2172	42.36	0.01475746744926587
2173	42.37	0.014751914240638708
2174	42.38	0.014719696360021128
2175	42.39	0.014725813808388555
2176	42.4	0.014615266586716302
2177	42.41	0.014579721362645959
2178	42.42	0.014544178137152475
2179	42.43	0.014558636911210954
2180	42.44	0.014706431019129163
2181	42.45	0.0147675604618831
2182	42.46	0.014742025240445322
2183	42.47	0.014749825355790502
2184	42.48	0.014630960808892812
2185	42.49	0.014570431600724909
2186	42.5	0.01460990439892651
2187	42.51	0.014599379204466523
2188	42.52	0.014388856018315632
2189	42.53	0.014363334841443365
2190	42.54	0.014484482341487581
2191	42.55	0.014432298519416964
2192	42.56	0.01459678337620307
2193	42.57	0.014561270246148172
2194	42.58	0.01452575913022125
2195	42.59	0.014370250029391851
2196	42.6	0.014354742944628462
2197	42.61	0.014419237876898805
2198	42.62	0.01453373482717124
2199	42.63	0.014376805224984857
2200	42.64	0.014396068118925687
2201	42.65	0.014337237795675861
2202	42.66	0.014341742827629123
2203	42.67	0.014372916549084902
2204	42.68	0.014420758961007696
2205	42.69	0.014285270064362532
2206	42.7	0.014366449860114372
2207	42.71	0.014424298349227982
2208	42.72	0.014378815532666067
2209	42.73	0.014210001411393947
2210	42.74	0.014157855986375978
2211	42.75	0.013997379258575915
2212	42.76	0.014036904562290342
2213	42.77	0.014201431898482664
2214	42.78	0.014115961268116095
2215	42.79	0.014047159338820059
2216	42.8	0.014120026111554829
2217	42.81	0.014009561587282171
2218	42.82	0.014174099100294768
2219	42.83	0.013971971984886089
2220	42.84	0.014153180242015395
2221	42.85	0.014284390539307523
2222	42.86	0.01448226954438736
2223	42.87	0.01454681725821283
2224	42.88	0.014586367015071655
2225	42.89	0.014665918815921941
2226	42.9	0.014660472661717883
2227	42.91	0.014505028553414068
2228	42.92	0.014702919825298366
2229	42.93	0.014550813144988517
2230	42.94	0.014523708513438649
2231	42.95	0.014438272598265467
2232	42.96	0.01436117206708687
2233	42.97	0.014442406920851969
2234	42.98	0.014256977160510331
2235	42.99	0.014031549453677794
2236	43.0	0.013986123801301709
2237	43.01	0.013934033537663204
2238	43.02	0.01381527866370913
2239	43.03	0.013629859180385395
2240	43.04	0.013569441755303835
2241	43.05	0.013475693056077986
2242	43.06	0.013453613083654226
2243	43.07	0.013488201838976366
2244	43.08	0.013469459322988708
2245	43.09	0.013403099822347997
2246	43.1	0.013281980480853495
2247	43.11	0.013279910823256635
2248	43.12	0.013127843231449443
2249	43.13	0.013155777706371552
2250	43.14	0.013190380915629518
2251	43.15	0.013221652860161193
2252	43.16	0.013219593540905628
2253	43.17	0.013159202958800797
2254	43.18	0.013248814448117319
2255	43.19	0.013263428009790523
2256	43.2	0.013453043644758633
2257	43.21	0.013372661353956428
2258	43.22	0.01344061447165501
2259	43.23	0.013521902998790303
2260	43.24	0.013736526936299231
2261	43.25	0.01385115295178263
2262	43.26	0.014032447712842622
2263	43.27	0.014130411220413475
2264	43.28	0.014195043475429436
2265	43.29	0.014259677812155758
2266	43.3	0.014324314231525914
2267	43.31	0.01445895273447162
2268	43.32	0.014253593321924996
2269	43.33	0.014418235994817508
2270	43.34	0.014332880754082122
2271	43.35	0.014530860933982481
2272	43.36	0.014662176535448879
2273	43.37	0.014726827559412126
2274	43.38	0.014791480673467916
2275	43.39	0.01480613587854629
2276	43.4	0.014895793175574656
2277	43.41	0.015052119232149774
2278	43.42	0.015166780715864636
2279	43.43	0.015114777627644571
2280	43.44	0.015329443301749901
2281	43.45	0.015315539643865783
2282	43.46	0.015358780940632588
2283	43.47	0.015348452907260057
2284	43.48	0.01533812697324377
2285	43.49	0.015362803139506997
2286	43.5	0.01555081474030473
2287	43.51	0.015582161776558134
2288	43.52	0.015621844249188221
2289	43.53	0.015611528825781651
2290	43.54	0.015676215507256952
2291	43.55	0.015605190008817882
2292	43.56	0.015605595188526777
2293	43.57	0.015820288190157683
2294	43.58	0.01571498330034249
2295	43.59	0.015589680519997096
2296	43.6	0.01562437985003795
2297	43.61	0.015629081291380853
2298	43.62	0.01569378484494166
2299	43.63	0.015808490511635576
2300	43.64	0.015873198292376767
2301	43.65	0.015817908188079155
2302	43.66	0.015892620199654317
2303	43.67	0.016042334328015606
2304	43.68	0.01599871724073898
2305	43.69	0.01594676893873448
2306	43.7	0.01601148942291175
2307	43.71	0.01605954536084475
2308	43.72	0.01604093675344087
2309	43.73	0.016015663601605556
2310	43.74	0.01609896400148303
2311	43.75	0.016218457001597297
2312	43.76	0.016319856888567852
2313	43.77	0.016381258901392304
2314	43.78	0.016462663040974768
2315	43.79	0.01640406930821703
2316	43.8	0.016333811037355872
2317	43.81	0.0164402215626267
2318	43.82	0.016488300884931473
2319	43.83	0.01647804900517169
2320	43.84	0.01647779925758064
2321	43.85	0.01656588497639344
2322	43.86	0.01674730616250919
2323	43.87	0.016662062816827472
2324	43.88	0.016864321606913535
2325	43.89	0.016858249200331077
2326	43.9	0.01678634559797798
2327	43.91	0.016746110800752056
2328	43.92	0.016660878142882307
2329	43.93	0.016517314291930152
2330	43.94	0.016515419248789964
2331	43.95	0.016513526347688323
2332	43.96	0.016544968922850956
2333	43.97	0.016543080308505154
2334	43.98	0.016624527172208747
2335	43.99	0.01652264284818683
2336	44.0	0.016554094003994102
2337	44.01	0.016618880640521194
2338	44.02	0.016669383711038765
2339	44.03	0.016673460359292847
2340	44.04	0.016713253443315423
2341	44.05	0.016761382011611925
2342	44.06	0.016776179398402924
2343	44.07	0.0168576456045737
2344	44.08	0.01697244729767844
2345	44.09	0.016909473367492378
2346	44.1	0.017002057148233884
2347	44.11	0.017116865307456486
2348	44.12	0.01713167562382001
2349	44.13	0.017263154764876276
2350	44.14	0.017111302731507738
2351	44.15	0.017196119524597098
2352	44.16	0.01725760514502639
2353	44.17	0.017272426260344087
2354	44.18	0.01715391620476625
2355	44.19	0.017295408312504534
2356	44.2	0.017250235917772194
2357	44.21	0.017305065688116184
2358	44.22	0.017429897624415158
2359	44.23	0.017444731727549456
2360	44.24	0.01748956799839707
2361	44.25	0.01747440643783893
2362	44.26	0.01756424704675208
2363	44.27	0.017654089826014463
2364	44.28	0.017718934776504547
2365	44.29	0.01778378189909935
2366	44.3	0.0178486311946755
2367	44.31	0.01781348266410898
2368	44.32	0.017848336308276647
2369	44.33	0.01799319212805317
2370	44.34	0.01795805012431506
2371	44.35	0.017972910297935574
2372	44.36	0.01812777264978971
2373	44.37	0.01810263718074978
2374	44.38	0.018077503891688718
2375	44.39	0.017932372783477923
2376	44.4	0.017927243856988184
2377	44.41	0.017902117113089755
2378	44.42	0.018076992552651827
2379	44.43	0.01790853684321192
2380	44.44	0.017881749985639406
2381	44.45	0.017881631980803725
2382	44.46	0.01778651616290894
2383	44.47	0.017926402532823627
2384	44.48	0.01778295775808436
2385	44.49	0.01758118183955748
2386	44.5	0.017746074778111076
2387	44.51	0.017744303241280512
2388	44.52	0.017692533896599638
2389	44.53	0.017740766744937186
2390	44.54	0.017855668453826024
2391	44.55	0.01791057235746507
2392	44.56	0.01778547845671863
2393	44.57	0.01790038675244876
2394	44.58	0.017915297245519657
2395	44.59	0.018050209936793404
2396	44.6	0.018045124827134273
2397	44.61	0.017926708584070195
2398	44.62	0.018024961208462642
2399	44.63	0.01802321603450796
2400	44.64	0.01790480639639913
2401	44.65	0.01785973229499671
2402	44.66	0.017767993731159226
2403	44.67	0.017682924039079673
2404	44.68	0.017644523219616737
2405	44.69	0.01747945794029615
2406	44.7	0.017244394868642487
2407	44.71	0.017242667338847273
2408	44.72	0.017124275351767526
2409	44.73	0.01691064747968829
2410	44.74	0.016537498009179252
2411	44.75	0.016269112655380003
2412	44.76	0.016109062847716515
2413	44.77	0.0161490152537076
2414	44.78	0.016147303207537433
2415	44.79	0.01615392671005811
2416	44.8	0.015993885762120907
2417	44.81	0.015892180364575292
2418	44.82	0.015873810518270304
2419	44.83	0.015788776224056722
2420	44.84	0.015728744149448026
2421	44.85	0.015878714295292085
2422	44.86	0.015833686662436897
2423	44.87	0.015848661251730345
2424	44.88	0.01580649520687505
2425	44.89	0.015878617100146375
2426	44.9	0.016018598360959313
2427	44.91	0.016183581847299067
2428	44.92	0.01630356756000939
2429	44.93	0.01653855549993377
2430	44.94	0.016453545667913794
2431	44.95	0.01654853806479073
2432	44.96	0.016769246977118346
2433	44.97	0.01674852954859407
2434	44.98	0.01701352863720018
2435	44.99	0.01707852995806247
2436	45.0	0.01714353351201936
2437	45.01	0.017291872633242278
2438	45.02	0.01729354732256816
2439	45.03	0.01734855758083409
2440	45.04	0.01760357007554303
2441	45.05	0.017601918140863315
2442	45.06	0.01763360177762907
2443	45.07	0.017881954320006166
2444	45.08	0.01804697576882619
2445	45.09	0.018164380410634173
2446	45.1	0.01811869205578409
2447	45.11	0.01835872022891616
2448	45.12	0.01862375064514321
2449	45.13	0.018663783305293613
2450	45.14	0.018778818210195336
2451	45.15	0.018785522027343404
2452	45.16	0.01898389475756579
2453	45.17	0.01899893640168715
2454	45.18	0.019056837436723484
2455	45.19	0.019129026434928864
2456	45.2	0.01927740815903034
2457	45.21	0.019109125466993948
2458	45.22	0.01922417835964163
2459	45.23	0.019276733504461685
2460	45.24	0.01926429090227444
2461	45.25	0.019419350553899317
2462	45.26	0.01948441246015653
2463	45.27	0.019569476621863924
2464	45.28	0.019414543039840915
2465	45.29	0.019662945048236402
2466	45.3	0.01957801598120268
2467	45.31	0.019559755839553716
2468	45.32	0.019391497957440773
2469	45.33	0.01931990900234304
2470	45.34	0.01935498897507415
2471	45.35	0.019436737876446397
2472	45.36	0.019485155707271495
2473	45.37	0.01963357580169589
2474	45.38	0.019581998160529857
2475	45.39	0.01969708945125115
2476	45.4	0.019728849674669924
2477	45.41	0.019860612164928515
2478	45.42	0.01979571025616922
2479	45.43	0.01989081061586928
2480	45.44	0.01995591324483481
2481	45.45	0.020101018143876992
2482	45.46	0.020069458647136162
2483	45.47	0.020117901422087137
2484	45.48	0.019991346469535376
2485	45.49	0.020156460456954406
2486	45.5	0.020071576718482476
2487	45.51	0.020131695254925308
2488	45.52	0.020151816067088824
2489	45.53	0.020041939155776678
2490	45.54	0.020077064521792476
2491	45.55	0.02017219216593924
2492	45.56	0.02015398875568586
2493	45.57	0.020152454291836097
2494	45.58	0.02021758877519142
2495	45.59	0.019843836650998092
2496	45.6	0.019847864586722608
2497	45.61	0.019763005916500376
2498	45.62	0.019844816196683546
2499	45.63	0.019668295428071136
2500	45.64	0.019488443611460404
2501	45.65	0.019409308366696187
2502	45.66	0.019388746837433857
2503	45.67	0.01935390188161179
2504	45.68	0.01948905921431221
2505	45.69	0.019484218836330225
2506	45.7	0.01949938074846269
2507	45.71	0.019564544951503393
2508	45.72	0.019629711446245146
2509	45.73	0.019744880233480977
2510	45.74	0.019720051314001896
2511	45.75	0.01962522468860106
2512	45.76	0.019657067024735575
2513	45.77	0.019765578323195587
2514	45.78	0.019770758584769066
2515	45.79	0.019860941143578614
2516	45.8	0.019791126000410664
2517	45.81	0.019866313156052584
2518	45.82	0.02008150261129016
2519	45.83	0.020080027700242198
2520	45.84	0.02007188842369345
2521	45.85	0.02006041811576198
2522	45.86	0.020075616777232685
2523	45.87	0.019990817742221445
2524	45.88	0.01997268767817717
2525	45.89	0.01981646468111853
2526	45.9	0.01986976779944616
2527	45.91	0.019784977986322172
2528	45.92	0.019833523813953313
2529	45.93	0.019798738616453537
2530	45.94	0.019843955727934848
2531	45.95	0.01980417514917443
2532	45.96	0.01977439688094984
2533	45.97	0.01985962092403737
2534	45.98	0.019874847279211405
2535	45.99	0.019860075947248035
2536	46.0	0.019905306928919675
2537	46.01	0.020103873558336094
2538	46.02	0.020052442502935808
2539	46.03	0.02000101376349095
2540	46.04	0.020066254007441664
2541	46.05	0.020081496568893797
2542	46.06	0.019896741448619082
2543	46.07	0.02011198864739061
2544	46.08	0.020152238165978442
2545	46.09	0.02015915667182222
2546	46.1	0.02025774416569215
2547	46.11	0.02047300064835822
2548	46.12	0.020558259453922645
2549	46.13	0.02059637772601075
2550	46.14	0.02063545070348738
2551	46.15	0.020709049815690772
2552	46.16	0.02063931792053042
2553	46.17	0.020664588352103053
2554	46.18	0.020604861111173545
2555	46.19	0.02057846953183695
2556	46.2	0.020580413614855964
2557	46.21	0.020442360027658868
2558	46.22	0.020340975437672437
2559	46.23	0.020206259845654717
2560	46.24	0.020321546585701622
2561	46.25	0.020286835658573033
2562	46.26	0.02037712706502859
2563	46.27	0.020467420805826197
2564	46.28	0.020616050215055637
2565	46.29	0.0208480152934718
2566	46.3	0.020813316041830454
2567	46.31	0.02092861912755506
2568	46.32	0.0209939245513997
2569	46.33	0.02103923231411864
2570	46.34	0.021145970987892948
2571	46.35	0.021014854859188414
2572	46.36	0.020938502976375784
2573	46.37	0.021020486768776436
2574	46.38	0.02088580623713998
2575	46.39	0.020726128048884185
2576	46.4	0.02060645220475754
2577	46.41	0.020515112038843153
2578	46.42	0.0205304408852216
2579	46.43	0.020412438744642714
2580	46.44	0.020277772284520434
2581	46.45	0.020283108172268527
2582	46.46	0.020258446408634168
2583	46.47	0.020173786994365006
2584	46.48	0.020155796596874165
2585	46.49	0.020054475216908063
2586	46.5	0.02001982285521331
2587	46.51	0.02006017284586825
2588	46.52	0.020210525189617634
2589	46.53	0.020149213220536755
2590	46.54	0.020281236939367453
2591	46.55	0.020056596346851308
2592	46.56	0.02001195811039702
2593	46.57	0.02019398889741275
2594	46.58	0.02002268870863988
2595	46.59	0.01988662897339033
2596	46.6	0.01990676207335884
2597	46.61	0.020022135628330773
2598	46.62	0.01980417821047631
2599	46.63	0.019769556487200024
2600	46.64	0.019768270459239012
2601	46.65	0.019850320127329457
2602	46.66	0.01973237215887469
2603	46.67	0.019881093221274515
2604	46.68	0.019946483315263386
2605	46.69	0.020086875774909085
2606	46.7	0.020127270600942992
2607	46.71	0.02029266779409733
2608	46.72	0.020191400688434946
2609	46.73	0.020290135951353427
2610	46.74	0.020388873583579326
2611	46.75	0.02050428025250639
2612	46.76	0.020586355958861713
2613	46.77	0.020715100703369238
2614	46.78	0.020950514486754557
2615	46.79	0.02111593064307371
2616	46.8	0.02135277774448019
2617	46.81	0.021446770077409916
2618	46.82	0.021737193356869966
2619	46.83	0.021927619012153343
2620	46.84	0.02198590418683688
2621	46.85	0.02205847745306988
2622	46.86	0.022098910240143876
2623	46.87	0.022256012072586984
2624	46.88	0.022338116284450926
2625	46.89	0.02242022287645451
2626	46.9	0.022535665182648046
2627	46.91	0.022717776537081846
2628	46.92	0.0227998902738058
2629	46.93	0.022798673060202557
2630	46.94	0.02281412489698864
2631	46.95	0.02281291245154371
2632	46.96	0.022828369057917186
2633	46.97	0.02284382805015417
2634	46.98	0.022959289428968965
2635	46.99	0.023074753195073683
2636	47.0	0.023223552682511972
2637	47.01	0.023305687891994165
2638	47.02	0.02312115882423127
2639	47.03	0.023169965479931776
2640	47.04	0.023177107859804202
2641	47.05	0.023267585964557025
2642	47.06	0.02340806646156457
2643	47.07	0.023418549351535756
2644	47.08	0.023514034635177428
2645	47.09	0.023604522313196874
2646	47.1	0.023495012386301806
2647	47.11	0.023410504855198244
2648	47.12	0.023475999720592444
2649	47.13	0.023434354126045776
2650	47.14	0.023440329977026497
2651	47.15	0.02338916536947666
2652	47.16	0.02326300316124197
2653	47.17	0.023153510019692458
2654	47.18	0.023249019278862804
2655	47.19	0.02333453093945481
2656	47.2	0.02326671166883676
2657	47.21	0.02331556146770719
2658	47.22	0.023231080336765242
2659	47.23	0.023266601610043125
2660	47.24	0.023282125288237587
2661	47.25	0.023344318038712508
2662	47.26	0.023543179862162145
2663	47.27	0.023365853616424292
2664	47.28	0.023324244064099275
2665	47.29	0.02328977977730906
2666	47.3	0.02335531789960532
2667	47.31	0.02322085843167976
2668	47.32	0.023086401374225574
2669	47.33	0.023001946727933653
2670	47.34	0.022717494493496027
2671	47.35	0.022733044671604752
2672	47.36	0.022748597262948422
2673	47.37	0.022664152268218274
2674	47.38	0.022696376354768955
2675	47.39	0.022695269523288708
2676	47.4	0.022590831774465858
2677	47.41	0.02255139644231985
2678	47.42	0.022641963527536113
2679	47.43	0.022586104459370482
2680	47.44	0.02264810495279246
2681	47.45	0.022788679294199365
2682	47.46	0.022704256055703365
2683	47.47	0.022819835237983366
2684	47.48	0.022760416841719255
2685	47.49	0.02257600086758904
2686	47.5	0.022866587316272557
2687	47.51	0.022882176188447012
2688	47.52	0.022972767484789713
2689	47.53	0.023113361205978844
2690	47.54	0.023203957352689653
2691	47.55	0.023104555925598014
2692	47.56	0.02326015692538075
2693	47.57	0.02325076035271323
2694	47.58	0.023316366208270267
2695	47.59	0.023346974492727046
2696	47.6	0.023222585206758684
2697	47.61	0.02341319835103617
2698	47.62	0.02353381392623044
2699	47.63	0.023526574790154076
2700	47.64	0.023635052372049437
2701	47.65	0.02372567524401248
2702	47.66	0.0236413005495697
2703	47.67	0.02376526162272219
2704	47.68	0.02367255846413885
2705	47.69	0.023613191074489226
2706	47.7	0.023503826121106908
2707	47.71	0.02349446360466123
2708	47.72	0.023450103525818555
2709	47.73	0.02345907921858048
2710	47.74	0.02344139068361306
2711	47.75	0.023223704588250627
2712	47.76	0.023472687599825015
2713	47.77	0.02328833971900135
2714	47.78	0.02343732761311257
2715	47.79	0.023469651282822745
2716	47.8	0.023595310728797614
2717	47.81	0.023484305951700257
2718	47.82	0.0237666369521925
2719	47.83	0.02373230373093449
2720	47.84	0.023797972955254654
2721	47.85	0.023933644625814487
